,epsilon,p,length,size
3369,4.2,0.85,3.42,0.99965
3368,4.2,0.875,3.3,0.9995
3367,4.2,0.9,3.35,0.9997499999999999
3366,4.2,0.925,3.21,0.99965
3365,4.2,0.95,3.16,0.99965
3364,4.2,0.975,3.19,0.9997
3363,4.2,1.0,3.08,0.9997999999999999
3362,4.4,0.0,1.0,0.004999999999999999
3361,4.4,0.005,1.0,0.004999999999999999
3360,4.4,0.01,1.07,0.005350000000000001
3359,4.4,0.015,1.11,0.005600000000000001
3358,4.4,0.02,1.65,0.015499999999999998
3357,4.4,0.025,1.16,0.006
3356,4.4,0.03,1.22,0.00625
3355,4.4,0.035,1.95,0.026399999999999983
3354,4.4,0.04,3.36,0.07434999999999997
3353,4.4,0.045,2.83,0.06514999999999999
3352,4.4,0.05,3.07,0.07599999999999996
3351,4.4,0.055,5.25,0.18054999999999996
3350,4.4,0.06,5.76,0.22084999999999994
3349,4.4,0.065,6.28,0.2509499999999999
3348,4.4,0.07,6.15,0.26099999999999995
3347,4.4,0.075,7.0,0.31165
3346,4.4,0.08,7.78,0.37895
3345,4.4,0.085,7.46,0.38909999999999995
3344,4.4,0.09,7.18,0.3987
3343,4.4,0.095,8.31,0.47685
3342,4.4,0.1,7.93,0.46864999999999996
3341,4.4,0.125,7.85,0.5680000000000001
3340,4.4,0.15,8.27,0.6880000000000002
3339,4.4,0.175,7.29,0.6879499999999998
3338,4.4,0.2,8.01,0.8472
3337,4.4,0.225,7.28,0.8382500000000002
3336,4.4,0.25,6.92,0.8389
3335,4.4,0.275,6.8,0.8988499999999999
3334,4.4,0.3,6.6,0.9383000000000001
3333,4.4,0.325,5.98,0.8987999999999999
3332,4.4,0.35,5.89,0.9288000000000001
3331,4.4,0.375,5.52,0.92885
3330,4.4,0.4,5.59,0.96935
3329,4.4,0.425,5.53,0.9984000000000001
3328,4.4,0.45,4.98,0.9991
3327,4.4,0.475,4.75,0.9692000000000002
3326,4.4,0.5,4.8,0.9692999999999999
3325,4.4,0.525,4.62,0.9794499999999999
3324,4.4,0.55,4.5,0.9895
3323,4.4,0.575,4.49,0.9895
3322,4.4,0.6,4.36,0.9895
3321,4.4,0.625,4.02,0.9996
3320,4.4,0.65,3.94,0.98965
3319,4.4,0.675,3.91,0.9997500000000001
3318,4.4,0.7,3.96,0.9995
3317,4.4,0.725,3.69,0.9897
3316,4.4,0.75,3.63,0.9998
3315,4.4,0.775,3.49,0.99965
3314,4.4,0.8,3.53,0.9996
3313,4.4,0.825,3.4,0.9992500000000001
3312,4.4,0.85,3.38,0.9997999999999999
3311,4.4,0.875,3.41,0.9995499999999999
3310,4.4,0.9,3.21,0.9897
3309,4.4,0.925,3.18,0.99965
3308,4.4,0.95,3.19,0.99985
3307,4.4,0.975,3.1,0.9995999999999999
3306,4.4,1.0,3.07,0.9997500000000001
3305,4.6,0.0,1.0,0.004999999999999999
3304,4.6,0.005,1.04,0.005199999999999999
3303,4.6,0.01,1.12,0.005600000000000001
3302,4.6,0.015,1.13,0.00605
3301,4.6,0.02,1.55,0.014599999999999997
3300,4.6,0.025,2.31,0.033499999999999995
3299,4.6,0.03,2.03,0.025449999999999993
3298,4.6,0.035,2.12,0.03519999999999999
3297,4.6,0.04,2.75,0.05479999999999998
3296,4.6,0.045,4.89,0.1417
3295,4.6,0.05,3.19,0.08435000000000001
3294,4.6,0.055,4.18,0.12459999999999999
3293,4.6,0.06,4.53,0.1624999999999999
3292,4.6,0.065,6.13,0.24144999999999991
3291,4.6,0.07,5.58,0.23109999999999997
3290,4.6,0.075,7.37,0.3398
3289,4.6,0.08,6.33,0.30924999999999997
3288,4.6,0.085,6.96,0.35040000000000004
3287,4.6,0.09,8.24,0.4485499999999999
3286,4.6,0.095,8.12,0.45875000000000016
3285,4.6,0.1,7.39,0.4200999999999999
3284,4.6,0.125,8.15,0.5768499999999999
3283,4.6,0.15,8.69,0.7357499999999999
3282,4.6,0.175,8.15,0.7576999999999999
3281,4.6,0.2,7.46,0.7580000000000001
3280,4.6,0.225,7.05,0.7883999999999999
3279,4.6,0.25,7.1,0.8590000000000001
3278,4.6,0.275,6.93,0.9086500000000001
3277,4.6,0.3,6.34,0.90825
3276,4.6,0.325,6.27,0.92895
3275,4.6,0.35,5.89,0.92895
3274,4.6,0.375,5.79,0.96855
3273,4.6,0.4,5.54,0.95895
3272,4.6,0.425,5.28,0.9891
3271,4.6,0.45,5.23,0.9896499999999999
3270,4.6,0.475,5.01,0.9595999999999999
3269,4.6,0.5,4.77,0.97935
3268,4.6,0.525,4.51,0.9693
3267,4.6,0.55,4.56,0.9994
3266,4.6,0.575,4.32,0.9891
3265,4.6,0.6,4.29,0.9994
3264,4.6,0.625,4.11,0.98965
3263,4.6,0.65,3.93,0.9894499999999999
3262,4.6,0.675,3.86,0.9992000000000002
3261,4.6,0.7,3.83,0.9894
3260,4.6,0.725,3.74,0.9797
3259,4.6,0.75,3.67,0.9897999999999999
3258,4.6,0.775,3.59,0.9997499999999999
3257,4.6,0.8,3.51,0.9998
3256,4.6,0.825,3.36,0.9995499999999999
3255,4.6,0.85,3.43,0.9996
3254,4.6,0.875,3.35,0.9996
3253,4.6,0.9,3.2,0.9997499999999999
3252,4.6,0.925,3.22,0.9997
3251,4.6,0.95,3.17,0.9897499999999999
3250,4.6,0.975,3.18,0.99965
3249,4.6,1.0,3.11,0.9996499999999999
3248,4.8,0.0,1.0,0.004999999999999999
3247,4.8,0.005,1.07,0.005349999999999999
3246,4.8,0.01,1.08,0.00545
3245,4.8,0.015,1.16,0.006000000000000001
3244,4.8,0.02,1.21,0.00615
3243,4.8,0.025,1.14,0.006000000000000001
3242,4.8,0.03,2.69,0.045199999999999976
3241,4.8,0.035,3.12,0.06389999999999998
3240,4.8,0.04,3.0,0.06454999999999997
3239,4.8,0.045,2.8,0.06474999999999997
3238,4.8,0.05,5.48,0.17249999999999993
3237,4.8,0.055,3.74,0.11384999999999999
3236,4.8,0.06,4.59,0.16284999999999994
3235,4.8,0.065,4.14,0.15189999999999998
3234,4.8,0.07,4.95,0.20149999999999996
3233,4.8,0.075,7.61,0.35839999999999994
3232,4.8,0.08,8.09,0.3994
3231,4.8,0.085,7.4,0.37810000000000005
3230,4.8,0.09,6.52,0.34040000000000004
3229,4.8,0.095,6.87,0.3883
3228,4.8,0.1,7.97,0.4679
3227,4.8,0.125,8.01,0.5680000000000001
3226,4.8,0.15,7.53,0.6087500000000001
3225,4.8,0.175,7.76,0.7178999999999999
3224,4.8,0.2,7.76,0.7978999999999999
3223,4.8,0.225,7.32,0.8087000000000001
3222,4.8,0.25,6.89,0.8485499999999999
3221,4.8,0.275,7.03,0.9183000000000001
3220,4.8,0.3,6.51,0.9388
3219,4.8,0.325,5.96,0.8989499999999999
3218,4.8,0.35,5.93,0.94875
3217,4.8,0.375,5.63,0.92905
3216,4.8,0.4,5.55,0.9594
3215,4.8,0.425,5.19,0.95935
3214,4.8,0.45,5.05,0.9891500000000001
3213,4.8,0.475,4.84,0.9591500000000001
3212,4.8,0.5,4.84,0.9894499999999999
3211,4.8,0.525,4.59,0.9794499999999999
3210,4.8,0.55,4.4,0.9693999999999999
3209,4.8,0.575,4.34,0.9893500000000001
3208,4.8,0.6,4.29,0.9995
3207,4.8,0.625,4.33,0.9893500000000001
3206,4.8,0.65,3.98,0.9895499999999999
3205,4.8,0.675,3.97,0.9994
3204,4.8,0.7,3.8,0.9996
3203,4.8,0.725,3.73,0.9995
3202,4.8,0.75,3.56,0.98965
3201,4.8,0.775,3.6,0.9895
3200,4.8,0.8,3.58,0.98985
3199,4.8,0.825,3.51,0.9997499999999999
3198,4.8,0.85,3.44,0.9995500000000002
3197,4.8,0.875,3.3,0.99985
3196,4.8,0.9,3.25,0.9994999999999998
3195,4.8,0.925,3.23,0.99945
3194,4.8,0.95,3.24,0.9994999999999998
3193,4.8,0.975,3.15,0.9997499999999999
3192,4.8,1.0,3.13,0.99965
3191,5.0,0.0,1.0,0.004999999999999999
3190,5.0,0.005,1.05,0.00525
3189,5.0,0.01,1.07,0.005349999999999999
3188,5.0,0.015,1.12,0.005600000000000001
3187,5.0,0.02,1.15,0.005849999999999999
3186,5.0,0.025,1.64,0.0161
3185,5.0,0.03,1.38,0.007450000000000001
3184,5.0,0.035,2.73,0.04724999999999998
3183,5.0,0.04,3.59,0.08490000000000003
3182,5.0,0.045,3.52,0.08535
3181,5.0,0.05,5.22,0.17084999999999995
3180,5.0,0.055,4.1,0.1324
3179,5.0,0.06,3.38,0.10419999999999999
3178,5.0,0.065,5.7,0.22079999999999994
3177,5.0,0.07,5.46,0.23139999999999997
3176,5.0,0.075,6.38,0.29029999999999995
3175,5.0,0.08,8.71,0.4376500000000001
3174,5.0,0.085,7.62,0.38989999999999997
3173,5.0,0.09,7.07,0.37895
3172,5.0,0.095,6.53,0.35989999999999994
3171,5.0,0.1,7.63,0.4474
3170,5.0,0.125,7.2,0.5092
3169,5.0,0.15,8.03,0.6685000000000001
3168,5.0,0.175,7.55,0.7183499999999999
3167,5.0,0.2,7.41,0.76825
3166,5.0,0.225,6.91,0.7786499999999998
3165,5.0,0.25,6.6,0.79895
3164,5.0,0.275,6.45,0.8588000000000001
3163,5.0,0.3,6.19,0.8785499999999999
3162,5.0,0.325,6.18,0.93905
3161,5.0,0.35,6.01,0.95865
3160,5.0,0.375,5.63,0.9592000000000002
3159,5.0,0.4,5.29,0.9587
3158,5.0,0.425,5.17,0.9486999999999999
3157,5.0,0.45,5.08,0.9991499999999999
3156,5.0,0.475,4.76,0.95905
3155,5.0,0.5,4.7,0.9886000000000001
3154,5.0,0.525,4.69,0.9892
3153,5.0,0.55,4.4,0.96905
3152,5.0,0.575,4.33,0.9795500000000001
3151,5.0,0.6,4.25,0.9993500000000001
3150,5.0,0.625,4.18,0.9993000000000001
3149,5.0,0.65,4.07,0.9993500000000001
3148,5.0,0.675,3.85,0.9994999999999998
3147,5.0,0.7,3.87,0.9897500000000001
3146,5.0,0.725,3.67,0.9897500000000001
3145,5.0,0.75,3.77,0.9995000000000002
3144,5.0,0.775,3.56,0.9997
3143,5.0,0.8,3.48,0.9995
3142,5.0,0.825,3.48,0.9996
3141,5.0,0.85,3.31,0.9996
3140,5.0,0.875,3.38,0.9997499999999999
3139,5.0,0.9,3.24,0.9996
3138,5.0,0.925,3.21,0.9997499999999999
3137,5.0,0.95,3.19,0.9998
3136,5.0,0.975,3.07,0.9999000000000001
3135,5.0,1.0,3.11,0.9997499999999999
3134,5.2,0.0,1.0,0.004999999999999999
3133,5.2,0.005,1.05,0.0052499999999999995
3132,5.2,0.01,1.1,0.005549999999999999
3131,5.2,0.015,1.18,0.006100000000000001
3130,5.2,0.02,1.22,0.006200000000000001
3129,5.2,0.025,1.99,0.025399999999999995
3128,5.2,0.03,1.76,0.01784999999999999
3127,5.2,0.035,2.26,0.036149999999999995
3126,5.2,0.04,2.92,0.06439999999999997
3125,5.2,0.045,3.27,0.08379999999999999
3124,5.2,0.05,4.98,0.15990000000000001
3123,5.2,0.055,6.48,0.23919999999999994
3122,5.2,0.06,5.37,0.1923499999999999
3121,5.2,0.065,7.04,0.2814499999999999
3120,5.2,0.07,6.29,0.2699
3119,5.2,0.075,6.86,0.31859999999999994
3118,5.2,0.08,6.44,0.3008499999999999
3117,5.2,0.085,6.45,0.32104999999999995
3116,5.2,0.09,8.04,0.43879999999999997
3115,5.2,0.095,8.46,0.47614999999999996
3114,5.2,0.1,7.53,0.45020000000000004
3113,5.2,0.125,8.71,0.6269499999999999
3112,5.2,0.15,8.27,0.6686999999999999
3111,5.2,0.175,8.2,0.7881500000000001
3110,5.2,0.2,7.26,0.73885
3109,5.2,0.225,7.44,0.8284000000000001
3108,5.2,0.25,7.09,0.8780500000000001
3107,5.2,0.275,6.73,0.8785000000000001
3106,5.2,0.3,6.74,0.9577500000000001
3105,5.2,0.325,6.27,0.9384
3104,5.2,0.35,5.82,0.9389000000000002
3103,5.2,0.375,5.6,0.9389500000000001
3102,5.2,0.4,5.49,0.9594
3101,5.2,0.425,5.39,0.9795999999999999
3100,5.2,0.45,5.18,0.9691
3099,5.2,0.475,4.79,0.9494499999999999
3098,5.2,0.5,4.82,0.9889
3097,5.2,0.525,4.57,0.9795999999999999
3096,5.2,0.55,4.43,0.9791999999999998
3095,5.2,0.575,4.38,0.9891500000000001
3094,5.2,0.6,4.15,0.9893000000000001
3093,5.2,0.625,4.02,0.9895500000000002
3092,5.2,0.65,3.98,0.9995500000000002
3091,5.2,0.675,3.93,0.9995500000000002
3090,5.2,0.7,3.81,0.98965
3089,5.2,0.725,3.74,0.9896
3088,5.2,0.75,3.65,0.9996
3087,5.2,0.775,3.59,0.9998
3086,5.2,0.8,3.58,0.9995499999999999
3085,5.2,0.825,3.44,0.99965
3084,5.2,0.85,3.32,0.9997
3083,5.2,0.875,3.29,0.9998
3082,5.2,0.9,3.32,0.9995499999999999
3081,5.2,0.925,3.22,0.9995499999999999
3080,5.2,0.95,3.04,0.99965
3079,5.2,0.975,3.01,0.9998
3078,5.2,1.0,3.13,0.99965
3077,5.4,0.0,1.0,0.004999999999999999
3076,5.4,0.005,1.05,0.0052499999999999995
3075,5.4,0.01,1.08,0.0055
3074,5.4,0.015,1.11,0.00565
3073,5.4,0.02,1.54,0.014449999999999996
3072,5.4,0.025,1.42,0.00775
3071,5.4,0.03,2.11,0.03295
3070,5.4,0.035,2.83,0.05459999999999999
3069,5.4,0.04,3.34,0.07439999999999998
3068,5.4,0.045,4.05,0.11235
3067,5.4,0.05,5.39,0.17265
3066,5.4,0.055,4.76,0.15204999999999996
3065,5.4,0.06,6.34,0.2322999999999999
3064,5.4,0.065,5.08,0.2020999999999999
3063,5.4,0.07,7.42,0.32894999999999996
3062,5.4,0.075,6.99,0.3214
3061,5.4,0.08,6.92,0.3208
3060,5.4,0.085,4.65,0.22219999999999987
3059,5.4,0.09,6.88,0.3696000000000001
3058,5.4,0.095,7.26,0.3898500000000001
3057,5.4,0.1,6.46,0.37925
3056,5.4,0.125,7.04,0.4991999999999999
3055,5.4,0.15,7.62,0.6286999999999999
3054,5.4,0.175,8.07,0.74785
3053,5.4,0.2,7.51,0.7785
3052,5.4,0.225,7.21,0.8383499999999999
3051,5.4,0.25,7.03,0.8685
3050,5.4,0.275,6.9,0.90845
3049,5.4,0.3,6.15,0.8489
3048,5.4,0.325,5.85,0.88845
3047,5.4,0.35,5.84,0.90905
3046,5.4,0.375,5.68,0.9490000000000001
3045,5.4,0.4,5.43,0.9388500000000001
3044,5.4,0.425,5.09,0.9395
3043,5.4,0.45,5.11,0.9884999999999999
3042,5.4,0.475,4.86,0.9791999999999998
3041,5.4,0.5,4.71,0.94975
3040,5.4,0.525,4.52,0.97905
3039,5.4,0.55,4.42,0.96945
3038,5.4,0.575,4.51,0.9993500000000001
3037,5.4,0.6,4.22,0.9694999999999999
3036,5.4,0.625,4.21,0.9993500000000001
3035,5.4,0.65,4.02,0.98905
3034,5.4,0.675,4.02,0.9893500000000001
3033,5.4,0.7,3.78,0.9997999999999999
3032,5.4,0.725,3.67,0.9997
3031,5.4,0.75,3.63,0.9994999999999998
3030,5.4,0.775,3.64,0.9995499999999999
3029,5.4,0.8,3.44,0.9994500000000002
3028,5.4,0.825,3.38,0.9995
3027,5.4,0.85,3.38,0.99945
3026,5.4,0.875,3.36,0.99965
3025,5.4,0.9,3.38,0.9997999999999999
3024,5.4,0.925,3.26,0.9997999999999999
3023,5.4,0.95,3.18,0.9997
3022,5.4,0.975,3.13,0.99985
3021,5.4,1.0,3.15,0.9997
3020,5.6,0.0,1.0,0.004999999999999999
3019,5.6,0.005,1.06,0.0053
3018,5.6,0.01,1.13,0.0056500000000000005
3017,5.6,0.015,1.2,0.006300000000000001
3016,5.6,0.02,1.2,0.0063
3015,5.6,0.025,1.32,0.0073
3014,5.6,0.03,2.37,0.03584999999999999
3013,5.6,0.035,3.56,0.07499999999999997
3012,5.6,0.04,3.71,0.08494999999999997
3011,5.6,0.045,3.6,0.10235000000000001
3010,5.6,0.05,4.08,0.11465
3009,5.6,0.055,4.74,0.16179999999999997
3008,5.6,0.06,5.52,0.1922999999999999
3007,5.6,0.065,7.21,0.29969999999999997
3006,5.6,0.07,5.41,0.23064999999999994
3005,5.6,0.075,7.6,0.34864999999999996
3004,5.6,0.08,7.47,0.35055
3003,5.6,0.085,6.97,0.35019999999999996
3002,5.6,0.09,8.18,0.43925
3001,5.6,0.095,7.66,0.42835000000000006
3000,5.6,0.1,9.0,0.5275
2999,5.6,0.125,9.06,0.6579
2998,5.6,0.15,7.43,0.6076999999999999
2997,5.6,0.175,7.38,0.70765
2996,5.6,0.2,7.48,0.75835
2995,5.6,0.225,7.74,0.8684000000000002
2994,5.6,0.25,6.85,0.8284
2993,5.6,0.275,6.6,0.8691500000000002
2992,5.6,0.3,6.35,0.879
2991,5.6,0.325,6.05,0.9381999999999999
2990,5.6,0.35,5.8,0.93845
2989,5.6,0.375,5.71,0.9386999999999999
2988,5.6,0.4,5.37,0.9589500000000001
2987,5.6,0.425,4.99,0.9194499999999999
2986,5.6,0.45,4.86,0.9391999999999999
2985,5.6,0.475,4.93,0.9893000000000001
2984,5.6,0.5,4.84,0.9893500000000001
2983,5.6,0.525,4.65,0.9795
2982,5.6,0.55,4.38,0.9792500000000001
2981,5.6,0.575,4.19,0.9697
2980,5.6,0.6,4.1,0.9895500000000002
2979,5.6,0.625,3.96,0.96935
2978,5.6,0.65,4.0,0.9995999999999999
2977,5.6,0.675,3.89,0.9898499999999999
2976,5.6,0.7,3.93,0.9996
2975,5.6,0.725,3.84,0.9996
2974,5.6,0.75,3.67,0.9995
2973,5.6,0.775,3.61,0.9798
2972,5.6,0.8,3.53,0.98965
2971,5.6,0.825,3.41,0.9995500000000002
2970,5.6,0.85,3.4,0.9897
2969,5.6,0.875,3.34,0.9998
2968,5.6,0.9,3.3,0.9997499999999999
2967,5.6,0.925,3.22,0.9994
2966,5.6,0.95,3.25,0.9998999999999999
2965,5.6,0.975,3.18,0.9997499999999999
2964,5.6,1.0,3.15,0.9998
2963,5.8,0.0,1.0,0.004999999999999999
2962,5.8,0.005,1.06,0.0053
2961,5.8,0.01,1.13,0.0057
2960,5.8,0.015,1.14,0.0057
2959,5.8,0.02,1.31,0.0069500000000000004
2958,5.8,0.025,1.6,0.015749999999999997
2957,5.8,0.03,2.39,0.03544999999999999
2956,5.8,0.035,1.97,0.026949999999999988
2955,5.8,0.04,3.1,0.06509999999999998
2954,5.8,0.045,3.7,0.10340000000000002
2953,5.8,0.05,4.43,0.14154999999999998
2952,5.8,0.055,4.7,0.15285
2951,5.8,0.06,7.01,0.2699
2950,5.8,0.065,6.11,0.24154999999999993
2949,5.8,0.07,5.07,0.2127
2948,5.8,0.075,7.45,0.3575000000000001
2947,5.8,0.08,6.84,0.32974999999999993
2946,5.8,0.085,7.7,0.39005
2945,5.8,0.09,8.57,0.46840000000000004
2944,5.8,0.095,7.42,0.41814999999999997
2943,5.8,0.1,8.51,0.5175500000000001
2942,5.8,0.125,8.08,0.5682499999999999
2941,5.8,0.15,8.52,0.7264999999999999
2940,5.8,0.175,7.17,0.6684499999999999
2939,5.8,0.2,7.37,0.7585999999999998
2938,5.8,0.225,7.38,0.8276500000000001
2937,5.8,0.25,7.04,0.8682499999999999
2936,5.8,0.275,6.12,0.7890999999999999
2935,5.8,0.3,6.11,0.84935
2934,5.8,0.325,6.31,0.9384500000000001
2933,5.8,0.35,5.81,0.92855
2932,5.8,0.375,5.68,0.92915
2931,5.8,0.4,5.51,0.9590000000000001
2930,5.8,0.425,5.19,0.9788
2929,5.8,0.45,5.13,0.9688499999999999
2928,5.8,0.475,4.86,0.96935
2927,5.8,0.5,4.62,0.9792000000000001
2926,5.8,0.525,4.58,0.97895
2925,5.8,0.55,4.56,0.9793000000000001
2924,5.8,0.575,4.25,0.9990000000000001
2923,5.8,0.6,4.29,0.9995
2922,5.8,0.625,4.09,0.9992
2921,5.8,0.65,4.0,0.99945
2920,5.8,0.675,3.97,0.9995500000000002
2919,5.8,0.7,3.76,0.9894
2918,5.8,0.725,3.76,0.9893500000000001
2917,5.8,0.75,3.61,0.99965
2916,5.8,0.775,3.57,0.9995999999999999
2915,5.8,0.8,3.5,0.9996
2914,5.8,0.825,3.44,0.9997
2913,5.8,0.85,3.36,0.9995500000000002
2912,5.8,0.875,3.35,0.9997
2911,5.8,0.9,3.25,0.99965
2910,5.8,0.925,3.28,0.9997499999999999
2909,5.8,0.95,3.24,0.9996
2908,5.8,0.975,3.19,0.9997499999999999
2907,5.8,1.0,3.12,0.9998
2906,6.0,0.0,1.0,0.004999999999999999
2905,6.0,0.005,1.03,0.005199999999999999
2904,6.0,0.01,1.1,0.0055000000000000005
2903,6.0,0.015,1.22,0.00625
2902,6.0,0.02,1.22,0.006200000000000001
2901,6.0,0.025,1.35,0.007050000000000001
2900,6.0,0.03,3.06,0.05519999999999997
2899,6.0,0.035,2.92,0.05524999999999998
2898,6.0,0.04,4.0,0.10200000000000001
2897,6.0,0.045,4.36,0.12275
2896,6.0,0.05,4.54,0.13359999999999997
2895,6.0,0.055,4.56,0.15164999999999998
2894,6.0,0.06,4.53,0.15385
2893,6.0,0.065,7.41,0.30049999999999993
2892,6.0,0.07,7.61,0.3208
2891,6.0,0.075,6.44,0.28955
2890,6.0,0.08,6.47,0.3102
2889,6.0,0.085,7.77,0.4085000000000001
2888,6.0,0.09,7.34,0.39035
2887,6.0,0.095,7.62,0.45644999999999997
2886,6.0,0.1,7.74,0.4492999999999999
2885,6.0,0.125,9.05,0.647
2884,6.0,0.15,7.49,0.6083000000000002
2883,6.0,0.175,8.22,0.75885
2882,6.0,0.2,7.92,0.8380500000000001
2881,6.0,0.225,7.39,0.8186999999999999
2880,6.0,0.25,7.04,0.86835
2879,6.0,0.275,6.51,0.8484999999999999
2878,6.0,0.3,6.19,0.8981999999999999
2877,6.0,0.325,6.41,0.9488499999999999
2876,6.0,0.35,6.03,0.9390999999999999
2875,6.0,0.375,5.71,0.9585499999999999
2874,6.0,0.4,5.42,0.9690000000000001
2873,6.0,0.425,5.25,0.9591999999999998
2872,6.0,0.45,5.11,0.95935
2871,6.0,0.475,4.95,0.97935
2870,6.0,0.5,4.75,0.9989500000000001
2869,6.0,0.525,4.63,0.9891500000000001
2868,6.0,0.55,4.48,0.9993500000000001
2867,6.0,0.575,4.41,0.9991500000000001
2866,6.0,0.6,4.15,0.9894499999999999
2865,6.0,0.625,4.1,0.9895999999999999
2864,6.0,0.65,3.99,0.9896
2863,6.0,0.675,3.83,0.9992
2862,6.0,0.7,3.79,0.9896
2861,6.0,0.725,3.75,0.99965
2860,6.0,0.75,3.64,0.9998
2859,6.0,0.775,3.58,0.9997500000000001
2858,6.0,0.8,3.54,0.9995499999999999
2857,6.0,0.825,3.47,0.9995500000000002
2856,6.0,0.85,3.33,0.9997
2855,6.0,0.875,3.31,0.99965
2854,6.0,0.9,3.29,0.9997499999999999
2853,6.0,0.925,3.22,0.99965
2852,6.0,0.95,3.21,0.9995499999999999
2851,6.0,0.975,3.21,0.9998000000000001
2850,6.0,1.0,3.04,0.9997
2849,6.2,0.0,1.0,0.004999999999999999
2848,6.2,0.005,1.03,0.005149999999999999
2847,6.2,0.01,1.08,0.005449999999999999
2846,6.2,0.015,1.21,0.00605
2845,6.2,0.02,1.73,0.01629999999999999
2844,6.2,0.025,2.04,0.026049999999999986
2843,6.2,0.03,1.61,0.015649999999999997
2842,6.2,0.035,3.44,0.06639999999999997
2841,6.2,0.04,2.51,0.04589999999999998
2840,6.2,0.045,3.23,0.07584999999999997
2839,6.2,0.05,3.2,0.09185
2838,6.2,0.055,6.37,0.22124999999999997
2837,6.2,0.06,7.14,0.28805
2836,6.2,0.065,4.93,0.17444999999999994
2835,6.2,0.07,7.09,0.2997499999999999
2834,6.2,0.075,6.44,0.29889999999999994
2833,6.2,0.08,7.01,0.33025
2832,6.2,0.085,7.16,0.3608
2831,6.2,0.09,5.94,0.32055000000000006
2830,6.2,0.095,7.68,0.43845000000000006
2829,6.2,0.1,7.87,0.44970000000000004
2828,6.2,0.125,8.27,0.6163500000000001
2827,6.2,0.15,7.61,0.62785
2826,6.2,0.175,9.15,0.8761999999999998
2825,6.2,0.2,7.58,0.7582499999999999
2824,6.2,0.225,7.36,0.8281999999999999
2823,6.2,0.25,7.12,0.86855
2822,6.2,0.275,6.85,0.8989
2821,6.2,0.3,6.28,0.90875
2820,6.2,0.325,6.31,0.9287000000000001
2819,6.2,0.35,5.9,0.9386999999999999
2818,6.2,0.375,5.64,0.9495500000000001
2817,6.2,0.4,5.65,0.99855
2816,6.2,0.425,5.23,0.9594
2815,6.2,0.45,5.19,0.9889
2814,6.2,0.475,4.84,0.96905
2813,6.2,0.5,4.66,0.9890000000000001
2812,6.2,0.525,4.48,0.9793999999999999
2811,6.2,0.55,4.52,0.9991500000000001
2810,6.2,0.575,4.24,0.97945
2809,6.2,0.6,4.2,0.96945
2808,6.2,0.625,4.25,0.9993
2807,6.2,0.65,4.0,0.9995
2806,6.2,0.675,3.85,0.99965
2805,6.2,0.7,3.83,0.9996499999999999
2804,6.2,0.725,3.76,0.9994
2803,6.2,0.75,3.67,0.9997499999999999
2802,6.2,0.775,3.57,0.9995500000000002
2801,6.2,0.8,3.49,0.98965
2800,6.2,0.825,3.45,0.9998500000000001
2799,6.2,0.85,3.37,0.9995499999999999
2798,6.2,0.875,3.41,1.0
2797,6.2,0.9,3.23,0.9995000000000002
2796,6.2,0.925,3.27,0.9997
2795,6.2,0.95,3.21,0.9997999999999999
2794,6.2,0.975,3.15,0.9995500000000002
2793,6.2,1.0,3.14,0.9997
2792,6.4,0.0,1.0,0.004999999999999999
2791,6.4,0.005,1.05,0.00525
2790,6.4,0.01,1.06,0.0053
2789,6.4,0.015,1.17,0.0059499999999999996
2788,6.4,0.02,1.29,0.007250000000000001
2787,6.4,0.025,1.63,0.015999999999999997
2786,6.4,0.03,2.64,0.04459999999999997
2785,6.4,0.035,1.84,0.02584999999999999
2784,6.4,0.04,3.84,0.09365000000000002
2783,6.4,0.045,4.4,0.11469999999999998
2782,6.4,0.05,6.58,0.22064999999999993
2781,6.4,0.055,5.22,0.17184999999999992
2780,6.4,0.06,4.9,0.17294999999999994
2779,6.4,0.065,7.55,0.3192499999999999
2778,6.4,0.07,5.29,0.21194999999999994
2777,6.4,0.075,6.24,0.2713499999999999
2776,6.4,0.08,7.79,0.3789
2775,6.4,0.085,7.83,0.40924999999999995
2774,6.4,0.09,7.21,0.39635
2773,6.4,0.095,6.9,0.3889
2772,6.4,0.1,7.89,0.45825000000000005
2771,6.4,0.125,8.59,0.60795
2770,6.4,0.15,7.72,0.64775
2769,6.4,0.175,7.94,0.7372
2768,6.4,0.2,7.89,0.8375999999999999
2767,6.4,0.225,7.37,0.8378
2766,6.4,0.25,6.74,0.82875
2765,6.4,0.275,6.74,0.8885
2764,6.4,0.3,6.25,0.8791
2763,6.4,0.325,6.29,0.9386999999999999
2762,6.4,0.35,5.86,0.9388
2761,6.4,0.375,5.68,0.94915
2760,6.4,0.4,5.37,0.9688999999999999
2759,6.4,0.425,5.2,0.9591
2758,6.4,0.45,5.12,0.9693
2757,6.4,0.475,4.99,0.97915
2756,6.4,0.5,4.77,0.9892
2755,6.4,0.525,4.52,0.9694499999999999
2754,6.4,0.55,4.55,0.9896
2753,6.4,0.575,4.3,0.9894
2752,6.4,0.6,4.18,0.9995500000000002
2751,6.4,0.625,4.14,0.9995500000000002
2750,6.4,0.65,4.03,0.9996
2749,6.4,0.675,3.98,0.99945
2748,6.4,0.7,3.94,0.9996
2747,6.4,0.725,3.71,0.9997
2746,6.4,0.75,3.6,0.9992500000000001
